scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,ml_bias,structural_shift
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,uncorrected,0.0,0.1,0,0.0,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,uncorrected,0.1,0.2,0,0.0,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,uncorrected,0.2,0.30000000000000004,0,0.0,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,uncorrected,0.30000000000000004,0.4,1,0.3240336712029981,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,uncorrected,0.4,0.5,8,0.46888345661072334,0.625,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,uncorrected,0.5,0.6000000000000001,6,0.5368376769254587,0.5,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,uncorrected,0.6000000000000001,0.7000000000000001,13,0.6673813106879767,0.6923076923076923,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,uncorrected,0.7000000000000001,0.8,2,0.7102997656235989,0.5,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,uncorrected,0.8,0.9,0,0.0,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,uncorrected,0.9,1.0,0,0.0,0.0,5.0,10.0
