scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,herding,liquidity_level,longshot_bias,timing_attack_strength
B1_correction_no_regret__longshot1__herd1__attack0__liqlow__seed202652,B1.CORRECTION_NO_REGRET,B,202652,raw_parimutuel,0.0,0.1,0,0.0,0.0,1,low,1,0.0
B1_correction_no_regret__longshot1__herd1__attack0__liqlow__seed202652,B1.CORRECTION_NO_REGRET,B,202652,raw_parimutuel,0.1,0.2,0,0.0,0.0,1,low,1,0.0
B1_correction_no_regret__longshot1__herd1__attack0__liqlow__seed202652,B1.CORRECTION_NO_REGRET,B,202652,raw_parimutuel,0.2,0.30000000000000004,0,0.0,0.0,1,low,1,0.0
B1_correction_no_regret__longshot1__herd1__attack0__liqlow__seed202652,B1.CORRECTION_NO_REGRET,B,202652,raw_parimutuel,0.30000000000000004,0.4,5,0.38253495045244273,0.4,1,low,1,0.0
B1_correction_no_regret__longshot1__herd1__attack0__liqlow__seed202652,B1.CORRECTION_NO_REGRET,B,202652,raw_parimutuel,0.4,0.5,11,0.45748341110889257,0.5454545454545454,1,low,1,0.0
B1_correction_no_regret__longshot1__herd1__attack0__liqlow__seed202652,B1.CORRECTION_NO_REGRET,B,202652,raw_parimutuel,0.5,0.6000000000000001,9,0.5329455456349004,0.5555555555555556,1,low,1,0.0
B1_correction_no_regret__longshot1__herd1__attack0__liqlow__seed202652,B1.CORRECTION_NO_REGRET,B,202652,raw_parimutuel,0.6000000000000001,0.7000000000000001,4,0.633859492481203,0.25,1,low,1,0.0
B1_correction_no_regret__longshot1__herd1__attack0__liqlow__seed202652,B1.CORRECTION_NO_REGRET,B,202652,raw_parimutuel,0.7000000000000001,0.8,1,0.70125,0.0,1,low,1,0.0
B1_correction_no_regret__longshot1__herd1__attack0__liqlow__seed202652,B1.CORRECTION_NO_REGRET,B,202652,raw_parimutuel,0.8,0.9,0,0.0,0.0,1,low,1,0.0
B1_correction_no_regret__longshot1__herd1__attack0__liqlow__seed202652,B1.CORRECTION_NO_REGRET,B,202652,raw_parimutuel,0.9,1.0,0,0.0,0.0,1,low,1,0.0
